time, input, singlepole, movingaverage, highpass, median,
1.0, 9.693707703, 9.569432896530369, 9.603787837, 0.12427480646962985, 9.598141696,
1.02, 9.645695739, 9.583257004552971, 9.5893494942, 0.06243873444702841, 9.598141696,
1.04, 9.669644073, 9.598916323394164, 9.6316456672, 0.07072774960583489, 9.645695739,
1.06, 9.504381699, 9.581780103222178, 9.622314182, -0.07739840422217983, 9.645695739,
1.08, 9.621861883, 9.589045697257799, 9.6270582194, 0.03281618574220055, 9.645695739,
1.1, 9.621861883, 9.59499426253414, 9.6126890554, 0.026867620465858784, 9.621861883,
1.12, 9.669644073, 9.608525977460157, 9.6174787222, 0.06111809553984204, 9.621861883,
1.1400000000000001, 9.458163208, 9.581269831475005, 9.575182549200001, -0.12310662347500584, 9.621861883,
1.16, 9.669644073, 9.597289363683545, 9.608235024, 0.07235470931645367, 9.621861883,
1.18, 9.621861883, 9.601743605755015, 9.608235023999999, 0.020118277244982496, 9.621861883,
1.2, 9.52765516, 9.58831364898738, 9.5893936794, -0.06065848898738192, 9.621861883,
1.22, 9.598141696, 9.590095171668072, 9.575093204000002, 0.008046524331927062, 9.598141696,
1.24, 9.504381699, 9.574557955026458, 9.5843369022, -0.0701762560264616, 9.598141696,
1.26, 9.551039125, 9.570294714419076, 9.5606159126, -0.01925558941907638, 9.551039125,
1.28, 9.669644073, 9.588303697831225, 9.5701723506, 0.08134037516877336, 9.551039125,
1.3, 9.791131798, 9.625070194803444, 9.6228676782, 0.16606160319655577, 9.598141696,
1.32, 9.766598656, 9.650724952382575, 9.6565590702, 0.11587370361742372, 9.669644073,
1.34, 9.791131798, 9.67617639555034, 9.713909090000001, 0.11495540244965756, 9.766598656,
1.36, 9.621861883, 9.666330844763404, 9.7280736416, -0.04446896176340587, 9.766598656,
1.3800000000000001, 9.621861883, 9.658269989553148, 9.718517203600001, -0.036408106553149265, 9.766598656,
1.4000000000000001, 9.551039125, 9.638832331488802, 9.670498669, -0.0877932064888014, 9.621861883,
1.42, 9.645695739, 9.640076456199676, 9.6463180856, 0.005619282800323852, 9.621861883,
1.44, 9.669644073, 9.64543615583035, 9.622020540600001, 0.024207917169650494, 9.621861883,
1.46, 9.645695739, 9.645483210276026, 9.626787311800001, 2.125287239741619E-4, 9.645695739,
1.48, 9.551039125, 9.628363402061803, 9.6126227602, -0.07732427706180092, 9.645695739,
1.5, 9.669644073, 9.635846318195206, 9.636343749800002, 0.033797754804795396, 9.645695739,
1.52, 9.693707703, 9.646334807844635, 9.645946142600001, 0.047372895155364, 9.669644073,
1.54, 9.598141696, 9.63759887875373, 9.6316456672, -0.039457182753728864, 9.645695739,
1.56, 9.598141696, 9.630446504950296, 9.6221348586, -0.03230480895029599, 9.598141696,
1.58, 9.435216652, 9.5950573365293, 9.598970364, -0.15984068452930053, 9.598141696,
1.6, 9.645695739, 9.604236521610497, 9.5941806972, 0.04145921738950223, 9.598141696,
1.62, 9.717887453, 9.624837940355459, 9.599016647200001, 0.0930495126445408, 9.598141696,
1.6400000000000001, 9.52765516, 9.607221690946638, 9.58491934, -0.07956653094663675, 9.598141696,
1.6600000000000001, 9.574534375, 9.60129648580109, 9.5801978758, -0.0267621108010873, 9.574534375,
1.68, 9.669644073, 9.613685801461573, 9.62708336, 0.0559582715384284, 9.645695739,
1.7, 9.717887453, 9.632574356363975, 9.6415217028, 0.08531309663602638, 9.669644073,
1.72, 9.742184157, 9.65244324238054, 9.646381043600002, 0.08974091461946171, 9.669644073,
1.74, 9.504381699, 9.625604237913837, 9.641726351400001, -0.12122253891383711, 9.669644073,
1.76, 9.693707703, 9.637949301742786, 9.665561017, 0.055758401257214055, 9.693707703,
1.78, 9.669644073, 9.643694589059947, 9.665561017000002, 0.025949483940054266, 9.693707703,
1.8, 9.48121797, 9.614242574680516, 9.6182271204, -0.13302460468051427, 9.669644073,
1.82, 9.717887453, 9.633030203720812, 9.6133677796, 0.0848572492791883, 9.669644073,
1.84, 9.598141696, 9.626705990200028, 9.632119779, -0.028564294200026236, 9.669644073,
1.86, 9.693707703, 9.638851340221764, 9.632119779, 0.054856362778235794, 9.669644073,
1.8800000000000001, 9.717887453, 9.653178156864719, 9.641768455, 0.06470929613528176, 9.693707703,
1.9000000000000001, 9.717887453, 9.664907962244015, 9.689102351599999, 0.05297949075598537, 9.717887453,
1.92, 9.669644073, 9.665766473474092, 9.6794536756, 0.0038775995259091936, 9.693707703,
1.94, 9.598141696, 9.653508180988094, 9.679453675600001, -0.055366484988092955, 9.693707703,
1.96, 9.81578444, 9.682923876252504, 9.703869023000001, 0.13286056374749494, 9.717887453,
1.98, 9.693707703, 9.68487865240596, 9.699033072999999, 0.008829050594038976, 9.693707703,
2.0, 9.598141696, 9.669155909637944, 9.6750839216, -0.07101421363794316, 9.669644073,
2.02, 9.717887453, 9.67798943980453, 9.6847325976, 0.03989801319546821, 9.693707703,
2.04, 9.645695739, 9.672135584979369, 9.6942434062, -0.026439845979368937, 9.693707703,
2.06, 9.766598656, 9.68925883472522, 9.6844062494, 0.07733982127477962, 9.693707703,
2.08, 9.52765516, 9.659965058307948, 9.6511957408, -0.13230989830794831, 9.645695739,
2.1, 9.621861883, 9.653058124414539, 9.6559397782, -0.031196241414539652, 9.645695739,
2.12, 9.693707703, 9.660426642912423, 9.6511038282, 0.03328106008757639, 9.645695739,
2.14, 9.669644073, 9.662097479522954, 9.655893495, 0.007546593477046094, 9.669644073,
2.16, 9.717887453, 9.672210486000937, 9.646151254400001, 0.04567696699906202, 9.669644073,
2.18, 9.791131798, 9.693767262669985, 9.698846582, 0.09736453533001388, 9.693707703,
2.2, 9.645695739, 9.685053373775933, 9.703613353200002, -0.039357634775933556, 9.693707703,
2.22, 9.791131798, 9.704282129849704, 9.7230981722, 0.08684966815029534, 9.717887453,
2.24, 9.742184157, 9.711152601768056, 9.737606189000001, 0.031031555231943606, 9.742184157,
2.2600000000000002, 9.766598656, 9.721203266263478, 9.7473484296, 0.045395389736521304, 9.766598656,
2.2800000000000002, 9.81578444, 9.738347924399697, 9.752278958000002, 0.07743651560030121, 9.766598656,
2.3000000000000003, 9.742184157, 9.739043315394172, 9.771576641600001, 0.0031408416058277266, 9.766598656,
2.32, 9.840557449, 9.757444705944842, 9.7814617718, 0.08311274305515781, 9.766598656,
2.34, 9.791131798, 9.763551139752673, 9.7912513, 0.027580658247326847, 9.791131798,
2.36, 9.766598656, 9.76410356072781, 9.7912513, 0.002495095272190981, 9.791131798,
2.38, 9.742184157, 9.76013024692109, 9.776531243400001, -0.017946089921088895, 9.766598656,
2.4, 9.766598656, 9.761302770563608, 9.7814141432, 0.005295885436392837, 9.766598656,
2.42, 9.766598656, 9.762262751728448, 9.7666223846, 0.004335904271552624, 9.766598656,
2.44, 9.717887453, 9.754218874746003, 9.7519735156, -0.03633142174600201, 9.766598656,
2.46, 9.840557449, 9.769869403081346, 9.766765274199999, 0.07068804591865503, 9.766598656,
2.48, 9.52765516, 9.725963409644205, 9.7238594748, -0.19830824964420246, 9.766598656,
2.5, 9.717887453, 9.724499487065135, 9.7141172342, -0.006612034065133471, 9.717887453,
2.52, 9.574534375, 9.697315424136512, 9.675704378, -0.12278104913650967, 9.717887453,
2.54, 9.717887453, 9.701044500316256, 9.675704377999999, 0.01684295268374643, 9.717887453,
2.56, 9.742184157, 9.708501854901948, 9.656029719600001, 0.03368230209805373, 9.717887453,
2.58, 9.742184157, 9.714607420437861, 9.698935518999999, 0.027576736562139617, 9.717887453,
2.6, 9.621861883, 9.697795506711122, 9.679730405, -0.07593362371112228, 9.717887453,
2.62, 9.840557449, 9.723673856478952, 9.732935019800001, 0.11688359252104855, 9.742184157,
2.64, 9.48121797, 9.679724060525102, 9.685601123200001, -0.19850609052510154, 9.742184157,
2.66, 8.813663383, 9.522733893721353, 9.4998969684, -0.7090705107213535, 9.621861883,
2.68, 9.48121797, 9.515208333493112, 9.447703731, -0.0339903634931118, 9.48121797,
2.7, 9.598141696, 9.530241601659446, 9.4429596936, 0.0679000943405547, 9.48121797,
2.72, 8.977062603, 9.429967261159373, 9.2702607244, -0.45290465815937164, 9.48121797,
2.74, 8.617336332, 9.282662264605113, 9.0974843968, -0.6653259326051124, 8.977062603,
2.7600000000000002, 9.0398577, 9.238649264029917, 9.1427232602, -0.19879156402991505, 9.0398577,
2.7800000000000002, 9.299768075, 9.249728224867233, 9.106433281200001, 0.05003985013276724, 9.0398577,
2.8000000000000003, 9.742184157, 9.338995340827221, 9.1352417734, 0.40318881617278063, 9.0398577,
2.82, 9.693707703, 9.403293783592211, 9.2785707934, 0.29041391940778966, 9.299768075,
2.84, 9.412377553, 9.404940391631975, 9.4375790376, 0.007437161368027689, 9.412377553,
2.86, 9.458163208, 9.414588051474075, 9.5212401392, 0.043575156525926396, 9.458163208,
2.88, 9.412377553, 9.414187356080358, 9.5437620348, -0.0018098030803559637, 9.458163208,
2.9, 9.48121797, 9.426337944986292, 9.491568797400001, 0.0548800250137088, 9.458163208,
2.92, 9.693707703, 9.474803859671159, 9.491568797400001, 0.21890384332884105, 9.458163208,
2.94, 9.766598656, 9.527697282657451, 9.562413018, 0.2389013733425487, 9.48121797,
2.96, 9.742184157, 9.566577156844183, 9.6192172078, 0.17560700015581787, 9.693707703,
2.98, 9.389645165, 9.534504827926174, 9.6146707302, -0.14485966292617522, 9.693707703,
3.0, 9.458163208, 9.520666439973349, 9.6100597778, -0.06250323197334942, 9.693707703,
3.02, 9.412377553, 9.501036994981666, 9.5537937478, -0.08865944198166678, 9.458163208,
3.04, 9.52765516, 9.505862049708984, 9.5060050486, 0.021793110291013537, 9.458163208,
3.06, 9.367018752, 9.480694029693106, 9.430971967600001, -0.11367527769310876, 9.412377553,
3.08, 8.915105934, 9.37817030151876, 9.3360641214, -0.46306436751876096, 9.412377553,
3.1, 8.675339952, 9.250768773347556, 9.1794994702, -0.5754288213475562, 9.367018752,
3.12, 8.429297114, 9.101861224289843, 8.9828833824, -0.6725641102898438, 8.915105934,
3.14, 8.3382249, 8.963437442863524, 8.7449973304, -0.6252125428635261, 8.675339952,
3.16, 8.302326942, 8.843598440239756, 8.532058968400001, -0.5412714982397558, 8.429297114,
3.18, 8.320238467, 8.748729372021458, 8.413085475, -0.4284909050214591, 8.3382249,
3.2, 7.813514482, 8.57920367319701, 8.240720381000001, -0.7656891911970101, 8.320238467,
3.22, 8.042337776, 8.481886396313994, 8.1633285134, -0.43954862031399433, 8.302326942,
3.24, 8.213876908, 8.43330451819936, 8.138458915, -0.2194276101993622, 8.213876908,
3.2600000000000002, 8.059179049, 8.365487076143246, 8.089829336400001, -0.30630802714324523, 8.059179049,
3.2800000000000002, 8.50355176, 8.390513957412487, 8.126491995, 0.11303780258751334, 8.059179049,
3.3000000000000003, 9.14642558, 8.527537487978528, 8.3930742146, 0.6188880920214748, 8.213876908,
3.3200000000000003, 9.23344524, 8.655496854583875, 8.631295707400001, 0.5779483854161266, 8.50355176,
3.34, 10.58686362, 9.005594253681071, 9.1058930498, 1.5812693663189312, 9.14642558,
3.36, 11.79359824, 9.510973636696688, 9.852776888, 2.282624603303313, 9.23344524,
3.38, 13.38764382, 10.213694721389121, 10.829595300000001, 3.17394909861088, 10.58686362,
3.4, 16.4709552, 11.347943616141823, 12.294501224000001, 5.123011583858178, 11.79359824,
3.42, 20.97706102, 13.093406476462892, 14.643224380000001, 7.8836545435371095, 13.38764382,
3.44, 26.49843567, 15.523326023343031, 17.82553879, 10.975109646656968, 16.4709552,
3.46, 31.48412352, 18.416527765836875, 21.763643846, 13.067595754163127, 20.97706102,
3.48, 33.22114033, 21.100148736314974, 25.730343148000003, 12.120991593685025, 26.49843567,
3.5, 27.19056614, 22.204154112521714, 27.874265336, 4.986412027478291, 27.19056614,
3.52, 35.44757256, 24.604778601169265, 30.768367643999998, 10.842793958830736, 31.48412352,
3.54, 101.2448739, 38.49727096002002, 45.71765529000001, 62.74760293997999, 33.22114033,
3.56, 116.7950473, 52.690249912836805, 62.779840046000004, 64.1047973871632, 35.44757256,
3.58, 113.8911348, 63.784088227294006, 78.91383894, 50.107046572706004, 101.2448739,
3.6, 113.8911348, 72.86695482501491, 96.253952672, 41.024179974985095, 113.8911348,
3.62, 111.1237283, 79.8017313424917, 111.38918382, 31.32199695750831, 113.8911348,
3.64, 111.1237283, 85.47944614307298, 113.3649547, 25.644282156927034, 113.8911348,
3.66, 116.7950473, 91.15600158169943, 113.3649547, 25.639045718300586, 113.8911348,
3.68, 116.7950473, 95.80357209085497, 113.9457372, 20.991475209145044, 113.8911348,
3.7, 119.8456957, 100.16166973189077, 115.13664938, 19.68402596810924, 116.7950473,
3.72, 113.8911348, 102.65039952542908, 115.69013068, 11.24073527457093, 116.7950473,
3.74, 126.4334644, 106.96153778474006, 118.75207789999999, 19.471926615259957, 116.7950473,
3.7600000000000002, 123.0543518, 109.87867006214233, 120.0039388, 13.175681737857689, 119.8456957,
3.7800000000000002, 101.2448739, 108.31362833375258, 116.89390412, -7.068754433752563, 119.8456957,
3.8000000000000003, 119.8456957, 110.40403750068623, 116.89390412, 9.441658199313768, 119.8456957,
3.8200000000000003, 108.4835224, 110.05590717468247, 115.81238164000001, -1.5723847746824653, 119.8456957,
3.84, 108.4835224, 109.77088217070413, 112.22239324, -1.2873597707041275, 108.4835224,
3.86, 111.1237283, 110.01611156976296, 109.83626854, 1.1076167302370457, 108.4835224,
3.88, 123.0543518, 112.37954355748639, 114.19816411999999, 10.674808242513617, 111.1237283,
3.9, 111.1237283, 112.15190287148866, 112.45377063999999, -1.0281745714886483, 111.1237283,
3.92, 123.0543518, 114.12818157836567, 115.36793652, 8.926170221634337, 111.1237283,
3.94, 123.0543518, 115.74622173233907, 118.28210240000001, 7.308130067660937, 123.0543518,
3.96, 123.0543518, 117.07096096611212, 120.66822710000001, 5.9833908338878805, 123.0543518,
3.98, 119.8456957, 117.57393504173235, 120.02649588000001, 2.2717606582676435, 123.0543518,
4.0, 126.4334644, 119.17989525658905, 123.08844310000002, 7.253569143410967, 123.0543518,
4.0200000000000005, 111.1237283, 117.7195599392901, 120.70231840000001, -6.595831639290089, 123.0543518,
4.04, 113.8911348, 117.02558419739366, 118.86967500000002, -3.134449397393656, 119.8456957,
4.0600000000000005, 111.1237283, 115.95575922343085, 116.4835503, -4.832030923430832, 113.8911348,
4.08, 119.8456957, 116.66088507911303, 116.4835503, 3.184810620886973, 113.8911348,
4.1, 116.7950473, 116.6852045638586, 114.55586688, 0.10984273614141582, 113.8911348,
4.12, 116.7950473, 116.70511567391881, 115.69013068, 0.08993162608120743, 116.7950473,
4.14, 119.8456957, 117.27440625014488, 116.88104286, 2.571289449855125, 116.7950473,
4.16, 119.8456957, 117.74050195233865, 118.62543634, 2.105193747661356, 119.8456957,
4.18, 119.8456957, 118.12210883760217, 118.62543634, 1.7235868623978408, 119.8456957,
4.2, 113.8911348, 117.35516336005942, 118.04465384, -3.4640285600593956, 119.8456957,
4.22, 119.8456957, 117.80662028175539, 118.65478352, 2.0390754182446296, 119.8456957,
4.24, 113.8911348, 117.09686317714349, 117.46387134, -3.205728377143469, 119.8456957,
4.26, 101.2448739, 114.22338501865978, 113.74370698, -12.97851111865976, 113.8911348,
4.28, 129.9968172, 117.08262319154684, 115.77393128, 12.914194008453178, 113.8911348,
4.3, 113.8911348, 116.50410449425078, 115.77393128, -2.612969694250781, 113.8911348,
4.32, 119.8456957, 117.10983221563818, 115.77393128, 2.73586348436181, 113.8911348,
4.34, 116.7950473, 117.05277139103802, 116.35471378, -0.2577240910380345, 116.7950473,
4.36, 116.7950473, 117.0060539391419, 119.46474846000001, -0.21100663914190834, 116.7950473,
4.38, 113.8911348, 116.44141489256667, 116.24361198, -2.5502800925666738, 116.7950473,
4.4, 123.0543518, 117.64013698571993, 118.07625537999999, 5.414214814280072, 116.7950473,
4.42, 108.4835224, 115.98032435541131, 115.80382071999999, -7.496801955411313, 116.7950473,
4.44, 113.8911348, 115.60161853802457, 115.22303822, -1.7104837380245588, 113.8911348,
4.46, 116.7950473, 115.81795047096293, 115.22303822, 0.9770968290370767, 113.8911348,
4.48, 111.1237283, 114.96703235314783, 114.66955692000002, -3.843304053147829, 113.8911348,
4.5, 119.8456957, 115.85138398401777, 114.0278257, 3.994311715982212, 113.8911348,
4.5200000000000005, 105.9620344, 114.0587490323743, 113.5235281, -8.096714632374301, 113.8911348,
4.54, 116.7950473, 114.55475575870082, 114.10431059999999, 2.2402915412991655, 116.7950473,
4.5600000000000005, 116.7950473, 114.96085171927788, 114.10431059999999, 1.8341955807220984, 116.7950473,
4.58, 119.8456957, 115.84632370899494, 115.84870407999999, 3.9993719910050407, 116.7950473,
4.6000000000000005, 105.9620344, 114.05460602959408, 113.07197181999999, -8.092571629594078, 116.7950473,
4.62, 111.1237283, 113.52332803073006, 114.10431059999999, -2.399599730730041, 116.7950473,
4.64, 119.8456957, 114.66937885690274, 114.71444027999999, 5.176316843097265, 116.7950473,
4.66, 119.8456957, 115.60768591288074, 115.32456996, 4.238009787119265, 119.8456957,
4.68, 126.4334644, 117.57006662658544, 116.64212369999998, 8.863397773414581, 119.8456957,
4.7, 105.9620344, 115.4658873666258, 116.6421237, -9.503852966625763, 119.8456957,
4.72, 103.5515156, 113.30617816894058, 115.12768116, -9.754662568940553, 119.8456957,
4.74, 111.1237283, 112.91056712475267, 113.38328768000001, -1.7868388247526417, 111.1237283,
4.76, 105.9620344, 111.65101183052377, 110.60655542, -5.688977430523735, 105.9620344,
4.78, 111.1237283, 111.55543154203136, 107.5446082, -0.43170324203131116, 105.9620344,
4.8, 108.4835224, 110.99858888524247, 108.04890580000001, -2.5150664852424356, 108.4835224,
4.82, 113.8911348, 111.52291850489793, 110.11682963999999, 2.3682162951021, 111.1237283,
4.84, 113.8911348, 111.95220328925954, 110.67031094000001, 1.9389315107404903, 111.1237283,
4.86, 113.8911348, 112.30367194404484, 112.25613102, 1.5874628559551907, 113.8911348,
4.88, 116.7950473, 113.11782017246293, 113.39039482000001, 3.677227127537082, 113.8911348,
4.9, 116.7950473, 113.78438836463278, 115.0526998, 3.010658935367219, 113.8911348,
4.92, 119.8456957, 114.8831169806777, 116.24361198, 4.9625787193222894, 116.7950473,
4.94, 119.8456957, 115.7826798879205, 117.43452416, 4.063015812079505, 116.7950473,
4.96, 108.4835224, 114.45956710691993, 116.35300167999999, -5.976044706919927, 116.7950473,
4.98, 116.7950473, 114.88291784272084, 116.35300167999999, 1.9121294572791578, 116.7950473,
5.0, 113.8911348, 114.70313807745681, 115.77221918, -0.8120032774568076, 116.7950473,
5.0200000000000005, 116.7950473, 115.08233688685644, 115.1620895, 1.7127104131435635, 116.7950473,
5.04, 113.8911348, 114.86640858164004, 113.97117732000001, -0.9752737816400339, 113.8911348,
5.0600000000000005, 108.4835224, 113.7093876103052, 113.97117732, -5.225865210305188, 113.8911348,
5.08, 113.8911348, 113.74233278651137, 113.39039482, 0.14880201348863942, 113.8911348,
5.1000000000000005, 105.9620344, 112.33200395715986, 111.80457473999999, -6.369969557159853, 113.8911348,
5.12, 113.8911348, 112.61462643089439, 111.22379224000001, 1.2765083691056223, 113.8911348,
5.14, 108.4835224, 111.86578431425765, 110.14226976, -3.3822619142576396, 108.4835224,
5.16, 119.8456957, 113.31229684165561, 112.41470442, 6.533398858344395, 113.8911348,
5.18, 113.8911348, 113.41722236245458, 112.41470441999999, 0.47391243754543755, 113.8911348,
5.2, 113.8911348, 113.50312811311542, 114.0005245, 0.3880066868845981, 113.8911348,
5.22, 119.8456957, 114.652840563142, 115.19143668000001, 5.192855136858015, 113.8911348,
5.24, 113.8911348, 114.51476673308109, 116.27295916, -0.6236319330810662, 113.8911348,
5.26, 103.5515156, 112.52746645637052, 113.01412314, -8.975950856370496, 113.8911348,
5.28, 101.2448739, 110.48227940034927, 110.48487096, -9.237405500349247, 113.8911348,
5.3, 111.1237283, 110.59855435932792, 109.93138966, 0.5251739406721025, 111.1237283,
5.32, 113.8911348, 111.19539793623872, 108.74047748000001, 2.6957368637613, 111.1237283,
5.34, 119.8456957, 112.76343089752694, 109.93138966000001, 7.082264802473062, 111.1237283,
5.36, 108.4835224, 111.98761510728508, 110.91779102, -3.504092707285074, 111.1237283,
5.38, 119.8456957, 113.41204345857905, 114.63795538, 6.433652241420955, 113.8911348,
5.4, 108.4835224, 112.51865415785112, 114.10991419999999, -4.0351317578511035, 113.8911348,
5.42, 116.7950473, 113.29383272227093, 114.6906967, 3.501214577729083, 116.7950473,
5.44, 123.0543518, 115.06311466505888, 115.33242792000001, 7.991237134941145, 116.7950473,
5.46, 113.8911348, 114.85067075751189, 116.41395039999999, -0.9595359575118731, 116.7950473,
5.48, 113.8911348, 114.67673639709912, 115.22303822, -0.7856015970990983, 113.8911348,
5.5, 111.1237283, 114.03268529503012, 115.75107940000001, -2.908956995030108, 113.8911348,
5.5200000000000005, 129.9968172, 116.92649146320778, 118.39143338000001, 13.070325736792247, 113.8911348,
5.54, 116.7950473, 116.90266467873082, 117.13957248, -0.10761737873080257, 113.8911348,
5.5600000000000005, 105.9620344, 114.91946486725305, 115.5537524, -8.95743046725304, 113.8911348,
5.58, 113.8911348, 114.73306025037483, 115.55375240000001, -0.8419254503748137, 113.8911348,
5.6000000000000005, 113.8911348, 114.58044505802091, 116.1072337, -0.6893102580208902, 113.8911348,
5.62, 111.1237283, 113.95384861447175, 112.33261592000001, -2.8301203144717197, 113.8911348,
5.64, 105.9620344, 112.50517847027379, 110.16601334, -6.543144070273755, 111.1237283,
5.66, 119.8456957, 113.83578850052436, 112.9427456, 6.00990719947566, 113.8911348,
5.68, 47.69308462, 101.84615037871566, 99.703135564, -54.153065758715634, 111.1237283,
5.7, 36.99156441, 90.09000842072729, 84.32322148600001, -53.09844401072726, 105.9620344,
5.72, 22.46917731, 77.83243128904478, 66.59231128799999, -55.36325397904476, 47.69308462,
5.74, 27.19056614, 68.65261853075103, 50.838017636000004, -41.46205239075101, 36.99156441,
5.76, 13.43283738, 58.642970386355735, 29.555445972, -45.21013300635572, 27.19056614,
5.78, 10.41787857, 49.90124431005975, 22.100404762000004, -39.48336574005974, 22.46917731,
5.8, 10.70249604, 42.795716730860256, 16.842591088, -32.09322069086025, 13.43283738,
5.82, 11.72350551, 37.16328040265304, 14.693456728000001, -25.439774892653027, 11.72350551,
5.84, 11.15875964, 32.449460507438936, 11.487095428, -21.29070086743893, 11.15875964,
5.86, 13.34274349, 28.986000302535672, 11.46907665, -15.643256812535665, 11.15875964,
5.88, 12.156579, 25.93534377689166, 11.816816736, -13.778764776891654, 11.72350551,
5.9, 8.63658732, 22.799611221263508, 11.403634992, -14.163023901263504, 11.72350551,
5.92, 8.46626695, 20.201416699337546, 10.75218728, -11.735149749337547, 11.15875964,
5.94, 8.249037217, 18.034817871648038, 10.1702427954, -9.78578065464804, 8.63658732,
5.96, 12.34628958, 17.003662632126403, 9.970952013400002, -4.657373052126403, 8.63658732,
5.98, 7.627182404, 15.303995122394738, 9.0650726942, -7.6768127183947374, 8.46626695,
6.0, 7.910020153, 13.9636948479323, 8.919759260800001, -6.053674694932302, 8.249037217,
